"sistema_u_otro","grupo","categoria","subcategoria","total","tasa_mortalidad"
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Corrosiones clasificadas según la extensión de la superficie del cuerpo afectada","CORROSIONES QUE AFECTAN DEL 10 AL 19 DE LA SUPERFICIE DEL CUERPO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Corrosiones clasificadas según la extensión de la superficie del cuerpo afectada","CORROSIONES QUE AFECTAN DEL 40 AL 49 DE LA SUPERFICIE DEL CUERPO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de la cabeza y del cuello","QUEMADURA DE LA CABEZA Y DEL CUELLO DE PRIMER GRADO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de la cadera y miembro inferior, excepto tobillo y pie","QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR DE SEGUNDO GRADO EXCEPTO TOBILLO Y PIE",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de la cadera y miembro inferior, excepto tobillo y pie","QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR GRADO NO ESPECIFICADO EXCEPTO TOBILLO Y PIE",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de las vías respiratorias","QUEMADURA DE LAS VÍAS RESPIRATORIAS PARTE NO ESPECIFICADA",23,0.11687964085224
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de otros órganos internos","CORROSION DE OTRAS PARTES DEL TUBO DIGESTIVO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión del tronco","QUEMADURA DEL TRONCO GRADO NO ESPECIFICADO",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión, región del cuerpo no especificada","QUEMADURA DE REGION DEL CUERPO Y GRADO NO ESPECIFICADOS",28,0.142288258428813
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión, región del cuerpo no especificada","QUEMADURA DE SEGUNDO GRADO REGION DEL CUERPO NO ESPECIFICADA",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión, región del cuerpo no especificada","QUEMADURA DE TERCER GRADO REGION DEL CUERPO NO ESPECIFICADA",11,0.0558989586684624
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN DEL 10 AL 19 DE LA SUPERFICIE DEL CUERPO",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN DEL 30 AL 39 DE LA SUPERFICIE DEL CUERPO",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN DEL 40 AL 49 DE LA SUPERFICIE DEL CUERPO",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN DEL 50 AL 59 DE LA SUPERFICIE DEL CUERPO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN DEL 60 AL 69 DE LA SUPERFICIE DEL CUERPO",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN DEL 70 AL 79 DE LA SUPERFICIE DEL CUERPO",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN DEL 80 AL 89 DE LA SUPERFICIE DEL CUERPO",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada","QUEMADURAS QUE AFECTAN EL 90 O MAS DE LA SUPERFICIE DEL CUERPO",56,0.284576516857627
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras y corrosiones de múltiples regiones del cuerpo","QUEMADURAS DE MULTIPLES REGIONES GRADO NO ESPECIFICADO",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras y corrosiones de múltiples regiones del cuerpo","QUEMADURAS MULTIPLES CON MENCION AL MENOS DE UNA QUEMADURA DE TERCER GRADO",98,0.498008904500847
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos de la cabeza","SECUELAS DE TRAUMATISMO INTRACRANEAL",36,0.182942046551332
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos de miembro inferior","SECUELAS DE FRACTURA DEL FEMUR",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos de miembro superior","SECUELAS DE FRACTURA DE LA MUÑECA Y DE LA MANO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos del cuello y del tronco","SECUELAS DE FRACTURA DE LA COLUMNA VERTEBRAL",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos del cuello y del tronco","SECUELAS DE TRAUMATISMO DE LA MEDULA ESPINAL",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos del cuello y del tronco","SECUELAS DE TRAUMATISMO NO ESPECIFICADO DEL CUELLO Y DEL TRONCO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos que afectan múltiples regiones del cuerpo y las no especificadas","SECUELAS DE TRAUMATISMOS DE REGIONES NO ESPECIFICADAS DEL CUERPO",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Fractura de huesos del cráneo y de la cara","FRACTURA DE LA BASE DEL CRÁNEO",8,0.0406537881225181
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Fractura de huesos del cráneo y de la cara","FRACTURA DE LOS HUESOS DE LA NARIZ",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Fractura de huesos del cráneo y de la cara","FRACTURA DE OTROS HUESOS DEL CRÁNEO Y DE LA CARA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Fractura de huesos del cráneo y de la cara","FRACTURA DEL CRÁNEO Y DE LOS HUESOS DE LA CARA PARTE NO ESPECIFICADA",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Herida de la cabeza","HERIDA DE LA CABEZA PARTE NO ESPECIFICADA",16,0.0813075762450362
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Herida de la cabeza","HERIDA DE OTRAS PARTES DE LA CABEZA",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Herida de la cabeza","HERIDA DEL CUERO CABELLUDO",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Herida de la cabeza","HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Herida de la cabeza","HERIDA DEL OIDO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Herida de la cabeza","HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Otros traumatismos y los no especificados de la cabeza","TRAUMATISMO DE LA CABEZA NO ESPECIFICADO",21,0.10671619382161
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo del ojo y de la órbita","HERIDA PENETRANTE DE LA ORBITA CON O SIN CUERPO EXTRAÑO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo del ojo y de la órbita","OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","HEMORRAGIA EPIDURAL",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","HEMORRAGIA SUBARACNOIDEA TRAUMÁTICA",32,0.162615152490072
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","HEMORRAGIA SUBDURAL TRAUMÁTICA",54,0.274413069826997
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","OTROS TRAUMATISMOS INTRACRANEALES",18,0.0914710232756658
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","TRAUMATISMO CEREBRAL DIFUSO",44,0.22359583467385
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","TRAUMATISMO CEREBRAL FOCAL",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal","TRAUMATISMO INTRACRANEAL NO ESPECIFICADO",1411,7.17031188010913
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo por aplastamiento de la cabeza","TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA PARTE NO ESPECIFICADA",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo por aplastamiento de la cabeza","TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo por aplastamiento de la cabeza","TRAUMATISMO POR APLASTAMIENTO DEL CRANEO",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo superficial de la cabeza","TRAUMATISMO SUPERFICIAL DE LA CABEZA PARTE NO ESPECIFICADA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA DE LA DIÁFISIS DEL FÉMUR",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA DEL CUELLO DEL FÉMUR",442,2.24612179376913
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA DEL FÉMUR PARTE NO ESPECIFICADA",23,0.11687964085224
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA PERTROCANTERIANA",12,0.0609806821837772
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURA SUBTROCANTERIANA",5,0.0254086175765738
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur","FRACTURAS DE OTRAS PARTES DEL FÉMUR",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Herida de la cadera y del muslo","HERIDA DE LA CADERA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Herida de la cadera y del muslo","HERIDA DEL MUSLO",5,0.0254086175765738
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Herida de la cadera y del muslo","HERIDAS MULTIPLES DE LA CADERA Y DEL MUSLO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Luxación, esguince y torcedura de la articulación y de los ligamentos de la cadera","LUXACION DE LA CADERA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Otros traumatismos y los no especificados de la cadera y del muslo","TRAUMATISMO NO ESPECIFICADO DE LA CADERA Y DEL MUSLO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Otros traumatismos y los no especificados de la cadera y del muslo","TRAUMATISMOS MULTIPLES DE LA CADERA Y DEL MUSLO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de nervios a nivel de la cadera y del muslo","TRAUMATISMO DE NERVIO NO ESPECIFICADO A NIVEL DE LA CADERA Y DEL MUSLO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de nervios a nivel de la cadera y del muslo","TRAUMATISMO DEL NERVIO FEMOROCUTANEO A NIVEL DE LA CADERA Y DEL MUSLO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de tendón y músculo a nivel de la cadera y del muslo","TRAUMATISMO DE OTROS TENDONES Y MUSCULOS Y DE LOS NO ESPECIFICADOS A NIVEL DEL MUSLO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de vasos sanguíneos a nivel de la cadera y del muslo","TRAUMATISMO DE LA ARTERIA FEMORAL",20,0.101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de vasos sanguíneos a nivel de la cadera y del muslo","TRAUMATISMO DE LA VENA FEMORAL A NIVEL DE LA CADERA Y DEL MUSLO",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de vasos sanguíneos a nivel de la cadera y del muslo","TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DE LA CADERA Y DEL MUSLO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de vasos sanguíneos a nivel de la cadera y del muslo","TRAUMATISMO DE VASO SANGUINEO NO ESPECIFICADO A NIVEL DE LA CADERA Y DEL MUSLO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo superficial de la cadera y del muslo","CONTUSION DE LA CADERA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo superficial de la cadera y del muslo","TRAUMATISMO SUPERFICIAL DE LA CADERA Y DEL MUSLO NO ESPECIFICADO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la muñeca y de la mano","Amputación traumática de la muñeca y de la mano","AMPUTACION TRAUMATICA DE LA MUÑECA Y DE LA MANO NIVEL NO ESPECIFICADO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la muñeca y de la mano","Traumatismo superficial de la muñeca y de la mano","CONTUSION DE OTRAS PARTES DE LA MUÑECA Y DE LA MANO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Amputación traumática de la pierna","AMPUTACION TRAUMATICA DE LA PIERNA NIVEL NO ESPECIFICADO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Fractura de la pierna, inclusive del tobillo","FRACTURA DE LA DIÁFISIS DE LA TIBIA",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Fractura de la pierna, inclusive del tobillo","FRACTURA DE LA RÓTULA",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Fractura de la pierna, inclusive del tobillo","FRACTURA DE OTRAS PARTES DE LA PIERNA",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Herida de la pierna","HERIDA DE LA PIERNA PARTE NO ESPECIFICADA",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Traumatismo de vasos sanguíneos a nivel de la pierna","TRAUMATISMO DE LA ARTERIA POPLITEA",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Traumatismo de vasos sanguíneos a nivel de la pierna","TRAUMATISMO DE LA ARTERIA TIBIAL (ANTERIOR) (POSTERIOR)",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Traumatismo de vasos sanguíneos a nivel de la pierna","TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DE LA PIERNA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Traumatismo de vasos sanguíneos a nivel de la pierna","TRAUMATISMO DE VASO SANGUINEO NO ESPECIFICADO A NIVEL DE LA PIERNA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Fractura de la columna vertebral, nivel no especificado","FRACTURA DE LA COLUMNA VERTEBRAL NIVEL NO ESPECIFICADO",6,0.0304903410918886
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Fractura de miembro inferior, nivel no especificado","FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de la columna vertebral y del tronco, nivel no especificado","TRAUMATISMO DE LA MEDULA ESPINAL NIVEL NO ESPECIFICADO",52,0.264249622796368
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro inferior, nivel no especificado","AMPUTACION TRAUMATICA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro inferior, nivel no especificado","HERIDA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro inferior, nivel no especificado","TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro inferior, nivel no especificado","TRAUMATISMO NO ESPECIFICADO DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro inferior, nivel no especificado","TRAUMATISMO SUPERFICIAL DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro superior, nivel no especificado","HERIDA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro superior, nivel no especificado","TRAUMATISMO NO ESPECIFICADO DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo","FRACTURA DE REGION NO ESPECIFICADA DEL CUERPO",6,0.0304903410918886
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo","HERIDA DE REGION NO ESPECIFICADA DEL CUERPO",29,0.147369981944128
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo","TRAUMATISMO DE TENDONES Y MUSCULOS DE REGION NO ESPECIFICADA DEL CUERPO",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo","TRAUMATISMO DE VASO(S) SANGUINEO(S) DE REGION NO ESPECIFICADA DEL CUERPO",15,0.0762258527297215
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo","TRAUMATISMO NO ESPECIFICADO",86,0.43702822231707
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo","TRAUMATISMO POR APLASTAMIENTO Y AMPUTACION TRAUMATICA DE REGIONES NO ESPECIFIC. DEL CUERPO",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo","TRAUMATISMO SUPERFICIAL DE REGION NO ESPECIFICADA DEL CUERPO",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Fractura de la columna lumbar y de la pelvis","FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS",17,0.086389299760351
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Fractura de la columna lumbar y de la pelvis","FRACTURA DE VÉRTEBRA LUMBAR",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Fractura de la columna lumbar y de la pelvis","FRACTURA DEL ACETÁBULO",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Herida del abdomen, de la región lumbosacra y de la pelvis","HERIDA DE LA PARED ABDOMINAL",19,0.0965527467909805
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Herida del abdomen, de la región lumbosacra y de la pelvis","HERIDA DE LA REGION LUMBOSACRA Y DE LA PELVIS",6,0.0304903410918886
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Herida del abdomen, de la región lumbosacra y de la pelvis","HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN",14,0.0711441292144067
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Herida del abdomen, de la región lumbosacra y de la pelvis","HERIDAS MULTIPLES DEL ABDOMEN DE LA REGION LUMBOSACRA Y DE LA PELVIS",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Otros traumatismos y los no especificados del abdomen, de la región lumbosacra y de la pelvis","TRAUMATISMO DE ÓRGANO(S) INTRAABDOMINAL(ES) CON ÓRGANO(S) PELVICO(S)",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Otros traumatismos y los no especificados del abdomen, de la región lumbosacra y de la pelvis","TRAUMATISMO NO ESPECIFICADO DEL ABDOMEN DE LA REGION LUMBOSACRA Y DE LA PELVIS",61,0.309985134434201
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de los nervios y de la médula espinal lumbar, a nivel del abdomen, de la región lumbosacra y de la pelvis","TRAUMATISMO DE RAÍZ NERVIOSA DE LA COLUMNA LUMBAR Y SACRA",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de órganos intraabdominales","TRAUMATISMO DE ÓRGANO INTRAABDOMINAL NO ESPECIFICADO",47,0.238841005219794
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de órganos intraabdominales","TRAUMATISMO DE OTROS ÓRGANOS INTRAABDOMINALES",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de órganos intraabdominales","TRAUMATISMO DEL BAZO",1,0.00508172351531476
