"sistema_u_otro","grupo","categoria","total","tasa_mortalidad"
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Asfixia",1438,7.30751841502263
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Efectos adversos, no clasificados en otra parte",15,0.0762258527297215
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Efectos de la presión del aire y de la presión del agua",9,0.0457355116378329
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Efectos de otras causas externas",364,1.84974735957457
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Efectos de otras privaciones",18,0.0914710232756658
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Hipotermia",13,0.0660624056990919
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Otros efectos de la reducción de la temperatura",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Otros efectos y los no especificados de causas externas","Síndrome del maltrato",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Corrosiones clasificadas según la extensión de la superficie del cuerpo afectada",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de la cabeza y del cuello",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de la cadera y miembro inferior, excepto tobillo y pie",5,0.0254086175765738
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de las vías respiratorias",23,0.11687964085224
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión de otros órganos internos",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión del tronco",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemadura y corrosión, región del cuerpo no especificada",42,0.21343238764322
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada",76,0.386210987163922
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Quemaduras y corrosiones","Quemaduras y corrosiones de múltiples regiones del cuerpo",102,0.518335798562106
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos de la cabeza",36,0.182942046551332
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos de miembro inferior",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos de miembro superior",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos del cuello y del tronco",6,0.0304903410918886
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Secuelas de traumatismos, de envenamiento y de otras consecuencias de causas externas","Secuelas de traumatismos que afectan múltiples regiones del cuerpo y las no especificadas",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Fractura de huesos del cráneo y de la cara",17,0.086389299760351
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Herida de la cabeza",30,0.152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Otros traumatismos y los no especificados de la cabeza",21,0.10671619382161
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo del ojo y de la órbita",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo intracraneal",1561,7.93257040740635
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo por aplastamiento de la cabeza",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cabeza","Traumatismo superficial de la cabeza",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Fractura del fémur",486,2.46971762844298
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Herida de la cadera y del muslo",7,0.0355720646072034
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Luxación, esguince y torcedura de la articulación y de los ligamentos de la cadera",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Otros traumatismos y los no especificados de la cadera y del muslo",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de nervios a nivel de la cadera y del muslo",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de tendón y músculo a nivel de la cadera y del muslo",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo de vasos sanguíneos a nivel de la cadera y del muslo",24,0.121961364367554
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la cadera y del muslo","Traumatismo superficial de la cadera y del muslo",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la muñeca y de la mano","Amputación traumática de la muñeca y de la mano",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la muñeca y de la mano","Traumatismo superficial de la muñeca y de la mano",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Amputación traumática de la pierna",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Fractura de la pierna, inclusive del tobillo",13,0.0660624056990919
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Herida de la pierna",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de la rodilla y de la pierna","Traumatismo de vasos sanguíneos a nivel de la pierna",5,0.0254086175765738
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Fractura de la columna vertebral, nivel no especificado",6,0.0304903410918886
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Fractura de miembro inferior, nivel no especificado",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de la columna vertebral y del tronco, nivel no especificado",52,0.264249622796368
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro inferior, nivel no especificado",14,0.0711441292144067
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Otros traumatismos de miembro superior, nivel no especificado",3,0.0152451705459443
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos de parte no especificada del tronco, miembro o región del cuerpo","Traumatismo de regiones no especificadas del cuerpo",144,0.731768186205326
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Fractura de la columna lumbar y de la pelvis",22,0.111797917336925
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Herida del abdomen, de la región lumbosacra y de la pelvis",41,0.208350664127905
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Otros traumatismos y los no especificados del abdomen, de la región lumbosacra y de la pelvis",68,0.345557199041404
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de los nervios y de la médula espinal lumbar, a nivel del abdomen, de la región lumbosacra y de la pelvis",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de órganos intraabdominales",58,0.294739963888256
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo de vasos sanguíneos a nivel del abdomen, de la región lumbosacra y de la pelvis",10,0.0508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del abdomen, de la región lumbosacra, de la columna lumbar y de la pelvis","Traumatismo del aparato urinario y de los órganos pélvicos",10,0.0508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del antebrazo y del codo","Fractura del antebrazo",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del antebrazo y del codo","Herida del antebrazo y del codo",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del antebrazo y del codo","Traumatismo de los vasos sanguíneos a nivel del antebrazo",6,0.0304903410918886
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del cuello","Amputación traumática a nivel del cuello",2,0.0101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del cuello","Fractura del cuello",13,0.0660624056990919
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del cuello","Herida del cuello",42,0.21343238764322
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del cuello","Otros traumatismos y los no especificados del cuello",20,0.101634470306295
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del cuello","Traumatismo de la médula espinal y de nervios a nivel del cuello",17,0.086389299760351
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del cuello","Traumatismo de vasos sanguíneos a nivel del cuello",16,0.0813075762450362
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del hombro y del brazo","Fractura del hombro y del brazo",21,0.10671619382161
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del hombro y del brazo","Traumatismo de vasos sanguíneos a nivel del hombro y del brazo",5,0.0254086175765738
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tobillo y del pie","Fractura del pie, excepto del tobillo",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tobillo y del pie","Herida del tobillo y del pie",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Fractura de las costillas, del esternón y de la columna torácica [dorsal]",11,0.0558989586684624
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Herida del tórax",152,0.772421974327844
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Luxación, esguince y torcedura de articulaciones y ligamentos del tórax",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Otros traumatismos y los no especificados del tórax",198,1.00618125603232
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Traumatismo de otros órganos intratorácicos y de los no especificados",35,0.177860323036017
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Traumatismo de vasos sanguíneos del tórax",41,0.208350664127905
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Traumatismo del corazón",108,0.548826139653995
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Traumatismo por aplastamiento del tórax y amputación traumática de parte del tórax",13,0.0660624056990919
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos del tórax","Traumatismo superficial del tórax",4,0.0203268940612591
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Fracturas que afectan múltiples regiones del cuerpo",1,0.00508172351531476
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Heridas que afectan múltiples regiones del cuerpo",56,0.284576516857627
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Otros traumatismos que afectan múltiples regiones del cuerpo, no clasificados en otra parte",440,2.2359583467385
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Traumatismos múltiples, no especificados",1088,5.52891518466246
"Traumatismos, envenenamientos y algunas otras consecuencias de causas externas","Traumatismos que afectan múltiples regiones del cuerpo","Traumatismos por aplastamiento que afectan múltiples regiones del cuerpo",6,0.0304903410918886
"Tumores [Neoplasias]","Melanoma y otros tumores malignos de la piel","Melanoma maligno de la piel",224,1.13830606743051
"Tumores [Neoplasias]","Melanoma y otros tumores malignos de la piel","Otros tumores malignos de la piel",273,1.38731051968093
"Tumores [Neoplasias]","Tumor maligno de la mama","Tumor maligno de la mama",1564,7.94781557795229
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Hemangioma y linfangioma de cualquier sitio",4,0.0203268940612591
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Leiomioma del útero",2,0.0101634470306295
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Otros tumores benignos del tejido conjuntivo y de los tejidos blandos",2,0.0101634470306295
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Tumor benigno de los órganos genitales masculinos",15,0.0762258527297215
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Tumor benigno de otras glándulas endocrinas y de las no especificadas",10,0.0508172351531476
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Tumor benigno de otras partes y de las mal definidas del sistema digestivo",1,0.00508172351531476
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Tumor benigno de otros órganos intratorácicos y de los no especificados",2,0.0101634470306295
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Tumor benigno del encéfalo y de otras partes del sistema nervioso central",3,0.0152451705459443
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Tumor benigno del oído medio y del sistema respiratorio",1,0.00508172351531476
"Tumores [Neoplasias]","Tumores [neoplasias] benignos","Tumores benignos de las meninges",35,0.177860323036017
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Otros tumores de comportamiento incierto o desconocido del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",173,0.879138168149454
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Policitemia vera",5,0.0254086175765738
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Síndromes mielodisplásicos",123,0.625051992383716
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de la cavidad bucal y de los órganos digestivos",278,1.4127191372575
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de las glándulas endocrinas",15,0.0762258527297215
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de los órganos genitales femeninos",17,0.086389299760351
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de los órganos genitales masculinos",13,0.0660624056990919
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de los órganos urinarios",54,0.274413069826997
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido de otros sitios y de los no especificados",80,0.406537881225181
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central",237,1.2043684731296
"Tumores [Neoplasias]","Tumores [neoplasias] de comportamiento incierto o desconocido","Tumor de comportamiento incierto o desconocido del oído medio y de los órganos respiratorios e intratorácicos",127,0.645378886444975
"Tumores [Neoplasias]","Tumores [neoplasias] in situ","Carcinoma in situ de la cavidad bucal, del esófago y del estómago",4,0.0203268940612591
"Tumores [Neoplasias]","Tumores [neoplasias] in situ","Carcinoma in situ de la mama",1,0.00508172351531476
"Tumores [Neoplasias]","Tumores [neoplasias] in situ","Carcinoma in situ de la piel",2,0.0101634470306295
"Tumores [Neoplasias]","Tumores [neoplasias] in situ","Carcinoma in situ de otros órganos genitales y de los no especificados",3,0.0152451705459443
"Tumores [Neoplasias]","Tumores [neoplasias] in situ","Carcinoma in situ del sistema respiratorio y del oído medio",1,0.00508172351531476
"Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno de otros sitios y de los sitios mal definidos",101,0.513254075046791
"Tumores [Neoplasias]","Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados","Tumor maligno secundario de otros sitios y los no especificados",846,4.29913809395629
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia de células de tipo no especificado",109,0.553907863169309
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia linfoide",195,0.990936085486379
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia mieloide",290,1.47369981944128
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Leucemia monocítica",9,0.0457355116378329
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma de células T/NK maduras",32,0.162615152490072
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma de Hodgkin",65,0.33031202849546
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma folicular",5,0.0254086175765738
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma no folicular",72,0.365884093102663
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Linfoma no Hodgkin de otro tipo y el no especificado",458,2.32742937001416
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Mieloma múltiple y tumores de células plasmáticas",476,2.41890039328983
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Otras leucemias de tipo celular especificado",6,0.0304903410918886
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Otros linfomas de células B",6,0.0304903410918886
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Otros tipos especificados de linfomas de células T/NK",3,0.0152451705459443
"Tumores [Neoplasias]","Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines","Otros tumores malignos y los no especificados del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",11,0.0558989586684624
"Tumores [Neoplasias]","Tumores malignos de la glándula tiroides y de otras glándulas endocrinas","Tumor maligno de la glándula suprarrenal",32,0.162615152490072
"Tumores [Neoplasias]","Tumores malignos de la glándula tiroides y de otras glándulas endocrinas","Tumor maligno de la glándula tiroides",124,0.630133715899031
"Tumores [Neoplasias]","Tumores malignos de la glándula tiroides y de otras glándulas endocrinas","Tumor maligno de otras glándulas endocrinas y de estructuras afines",16,0.0813075762450362
"Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno de la pelvis renal",13,0.0660624056990919
"Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno de la vejiga urinaria",529,2.68823173960151
"Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno de otros óganos urinarios y de los no especificados",60,0.304903410918886
"Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno del riñón, excepto de la pelvis renal",873,4.43634462886979
"Tumores [Neoplasias]","Tumores malignos de las vías urinarias","Tumor maligno del uréter",12,0.0609806821837772
"Tumores [Neoplasias]","Tumores malignos de los huesos y de los cartílagos articulares de los miembros","Tumor maligno de los huesos y de los cartílagos articulares de los miembros",15,0.0762258527297215
"Tumores [Neoplasias]","Tumores malignos de los huesos y de los cartílagos articulares de los miembros","Tumor maligno de los huesos y de los cartílagos articulares, de otros sitios y de sitios no especificados",116,0.589479927776513
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de la unión rectosigmoidea",304,1.54484394865569
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de la vesícula biliar",1038,5.27482900889673
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otras partes y de las no especificadas de las vías biliares",238,1.20945019664491
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno de otros sitios y de los mal definidos de los órganos digestivos",95,0.482763733954903
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del ano y del conducto anal",33,0.167696876005387
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del colon",2218,11.2712627569681
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del esófago",545,2.76953931584655
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del estómago",2782,14.1373548196057
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del hígado y de las vías biliares intrahepáticas",1384,7.03310534519563
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del intestino delgado",66,0.335393752010774
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del páncreas",1470,7.4701335675127
"Tumores [Neoplasias]","Tumores malignos de los órganos digestivos","Tumor maligno del recto",585,2.97280825645914
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno de la placenta",1,0.00508172351531476
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno de la vagina",16,0.0813075762450362
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno de la vulva",53,0.269331346311683
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno de otros órganos genitales femeninos y de los no especificados",15,0.0762258527297215
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del cuello del útero",599,3.04395238567354
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del cuerpo del útero",277,1.40763741374219
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del ovario",514,2.61200588687179
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales femeninos","Tumor maligno del útero, parte no especificada",138,0.701277845113437
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales masculinos","Tumor maligno de la próstata",2210,11.2306089688456
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales masculinos","Tumor maligno del pene",38,0.193105493581961
"Tumores [Neoplasias]","Tumores malignos de los órganos genitales masculinos","Tumor maligno del testículo",83,0.421783051771125
"Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de la laringe",113,0.574234757230568
"Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de la tráquea",13,0.0660624056990919
"Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de las fosas nasales y del oído medio",5,0.0254086175765738
"Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de los bronquios y del pulmón",3292,16.7290338124162
"Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de los senos paranasales",21,0.10671619382161
"Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno de otros sitios y de los mal definidos del sistema respiratorio y de los órganos intratorácicos",1,0.00508172351531476
"Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno del corazón, del mediastino y de la pleura",56,0.284576516857627
"Tumores [Neoplasias]","Tumores malignos de los órganos respiratorios e intratorácicos","Tumor maligno del timo",13,0.0660624056990919
"Tumores [Neoplasias]","Tumores malignos de los tejidos mesoteliales y de los tejidos blandos","Mesotelioma",58,0.294739963888256
"Tumores [Neoplasias]","Tumores malignos de los tejidos mesoteliales y de los tejidos blandos","Sarcoma de Kaposi",4,0.0203268940612591
"Tumores [Neoplasias]","Tumores malignos de los tejidos mesoteliales y de los tejidos blandos","Tumor maligno de los nervios periféricos y del sistema nervioso autónomo",3,0.0152451705459443
"Tumores [Neoplasias]","Tumores malignos de los tejidos mesoteliales y de los tejidos blandos","Tumor maligno de otros tejidos conjuntivos y de tejidos blandos",163,0.828320932996307
"Tumores [Neoplasias]","Tumores malignos de los tejidos mesoteliales y de los tejidos blandos","Tumor maligno del peritoneo y del retroperitoneo",77,0.391292710679237
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de la amígdala",14,0.0711441292144067
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de la base de la lengua",6,0.0304903410918886
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de la encía",6,0.0304903410918886
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de la glándula parótida",33,0.167696876005387
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de la hipofaringe",27,0.137206534913499
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de la nasofaringe",12,0.0609806821837772
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de la orofaringe",27,0.137206534913499
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de otras glándulas salivales mayores y de las no especificadas",12,0.0609806821837772
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de otras partes y de las no especificadas de la boca",26,0.132124811398184
"Tumores [Neoplasias]","Tumores malignos del labio, de la cavidad bucal y de la faringe","Tumor maligno de otras partes y de las no especificadas de la lengua",71,0.360802369587348
